273	-84.284	22.783	0.0	1.0	15.0	19.470760230583306	-46.35760395908879	surfaceDep_273.h5
275	-85.711	16.943	0.0	1.0	15.0	10.99470987638294	-36.09044755597121	surfaceDep_275.h5
277	-87.187	11.5844	0.0	1.0	15.0	4.968967271475587	-24.240425633393766	surfaceDep_277.h5
279	-88.485	350.01	0.0	1.0	15.0	-2.3118518805782187	-13.124573358123088	surfaceDep_279.h5
27	-77.18	33.7	12.0	250.0	15.0	62.57014247488416	-93.81997186586946	surfaceDep_27.h5
281	-88.77	283.98	0.0	1.0	15.0	-10.499196889410943	-2.613852278762514	surfaceDep_281.h5
283	-87.8	242.56	0.0	1.0	15.0	-17.174943218852373	8.917866739569037	surfaceDep_283.h5
285	-86.318	236.22	0.0	1.0	15.0	-26.920671707839702	18.008221348600383	surfaceDep_285.h5
287	-84.808	234.61	0.0	1.0	15.0	-37.232507113358466	26.449982763298944	surfaceDep_287.h5
289	-83.294	234.58	0.0	1.0	15.0	-48.07170158880439	34.188034090271735	surfaceDep_289.h5
28	-77.95	34.14	10.0	62.0	15.0	59.48751780500661	-87.73070262702217	surfaceDep_28.h5
291	-81.78	234.82	0.0	1.0	15.0	-59.09977932913549	41.65939173494094	surfaceDep_291.h5
293	-80.267	235.01	0.0	1.0	15.0	-70.14103671146125	49.09507778139291	surfaceDep_293.h5
295	-78.758	234.29	0.0	1.0	15.0	-80.29667490019928	57.72027638108654	surfaceDep_295.h5
297	-77.247	233.74	0.0	1.0	15.0	-90.4563728940367	66.3496311515683	surfaceDep_297.h5
299	-75.733	233.85	0.0	1.0	15.0	-101.33740739893747	74.03206635007633	surfaceDep_299.h5
29	-78.76	35.23	8.0	117.0	15.0	57.03541744345484	-80.76304949524219	surfaceDep_29.h5
301	-74.218	233.95	0.0	1.0	15.0	-112.24108487402926	81.69770187594288	surfaceDep_301.h5
303	-72.715	233.43	0.0	1.0	15.0	-122.11329364415076	90.59019307413648	surfaceDep_303.h5
305	-71.25	232.18	0.0	1.0	15.0	-130.28780357106422	101.13449150082445	surfaceDep_305.h5
307	-69.898	230.2	0.0	1.0	15.0	-135.8528063335391	113.18830459025938	surfaceDep_307.h5
308	-71.992	58.269	0.0	2.0	15.0	134.72909788511316	-83.31112316436734	surfaceDep_308.h5
30	-79.18	32.940002	30.0	12.0	15.0	51.75386732981655	-79.87696523909821	surfaceDep_30.h5
310	-73.416	59.311	0.0	2.0	15.0	125.44995792516322	-74.45416369729894	surfaceDep_310.h5
312	-74.817	60.776	0.0	2.0	15.0	116.55722925224741	-65.20572201921199	surfaceDep_312.h5
314	-75.941	64.254	0.0	2.0	15.0	111.39256784234142	-53.71980946956276	surfaceDep_314.h5
316	-76.907	68.909	0.0	2.0	15.0	107.45669038696948	-41.44470958412382	surfaceDep_316.h5
318	-77.845	73.998	0.0	2.0	15.0	102.77799000298037	-29.474991043914063	surfaceDep_318.h5
31	-80.38	33.15	6.0	9.0	15.0	46.27406810717932	-70.84904650919344	surfaceDep_31.h5
320	-78.79	79.484	0.0	2.0	15.0	96.95207426414501	-17.997015037501356	surfaceDep_320.h5
322	-79.651	85.607	0.0	2.0	15.0	90.76710155954284	-6.972989138386237	surfaceDep_322.h5
324	-80.787	90.993	0.0	2.0	15.0	81.02958742143893	1.4044682778265607	surfaceDep_324.h5
326	-81.897	97.24	0.0	2.0	15.0	70.70938365523688	8.982824422215847	surfaceDep_326.h5
328	-82.846	105.2	0.0	2.0	15.0	60.72835923006845	16.499523511728064	surfaceDep_328.h5
32	-81.16	29.46	3.0	208.0	15.0	38.2439261593266	-67.70615760973085	surfaceDep_32.h5
330	-83.265	116.73	0.0	2.0	15.0	52.91309396448185	26.647231327284764	surfaceDep_330.h5
332	-83.337	128.9	0.0	2.0	15.0	45.61347486577274	36.80543357387353	surfaceDep_332.h5
334	-82.758	139.92	0.0	2.0	15.0	41.016203218000854	48.74281346963324	surfaceDep_334.h5
336	-82.239	149.88	0.0	2.0	15.0	34.25841499826856	59.05136056439156	surfaceDep_336.h5
338	-81.723	159.57	0.0	2.0	15.0	25.41465648502691	68.22861247675598	surfaceDep_338.h5
33	-82.83	25.54	11.0	248.0	15.0	27.19232796858795	-56.90762367704145	surfaceDep_33.h5
340	-80.816	167.1	0.0	2.0	15.0	18.035626805139692	78.74770912378415	surfaceDep_340.h5
342	-79.727	172.85	0.0	2.0	15.0	11.24762909190618	89.66333687213866	surfaceDep_342.h5
344	-78.967	179.58	0.0	2.0	15.0	0.7114117906158715	97.04870420442732	surfaceDep_344.h5
346	-77.787	183.79	0.0	2.0	15.0	-7.101161959873541	107.19618734820303	surfaceDep_346.h5
348	-76.532	187.06	0.0	2.0	15.0	-14.561085983366466	117.57248855390964	surfaceDep_348.h5
34	-84.42	20.86	8.0	229.0	15.0	17.478204095993057	-45.86694817050583	surfaceDep_34.h5
350	-75.721	192.11	0.0	2.0	15.0	-26.350495711782365	122.8095132193827	surfaceDep_350.h5
352	-74.913	196.87	0.0	2.0	15.0	-38.51322213502351	127.00098679359425	surfaceDep_352.h5
354	-74.141	201.51	0.0	2.0	15.0	-51.15067732758625	129.78717980831775	surfaceDep_354.h5
356	-73.041	204.81	0.0	2.0	15.0	-62.59713544836613	135.41055387431058	surfaceDep_356.h5
